"producto interno bruto por sectores de origen, trimestral, pesos corrientes, millones de pesos corrientes",,,,,
año,quarter,nivel1,nive2,nivel3,valor
2012,q2,Servicios,Enseñanza,Enseñanza,22108.29095
2012,q3,Servicios,Enseñanza,Enseñanza,23167.15612
2012,q4,Servicios,Enseñanza,Enseñanza,23798.50962
2013,q1,Servicios,Enseñanza,Enseñanza,27168.67481
2013,q2,Servicios,Enseñanza,Enseñanza,29443.29117
2013,q3,Servicios,Enseñanza,Enseñanza,29227.65381
2013,q4,Servicios,Enseñanza,Enseñanza,30479.93147
2014,q1,Servicios,Enseñanza,Enseñanza,31184.73921
2014,q2,Servicios,Enseñanza,Enseñanza,33107.73454
2014,q3,Servicios,Enseñanza,Enseñanza,33063.23884
2014,q4,Servicios,Enseñanza,Enseñanza,39811.18805
2015,q1,Servicios,Enseñanza,Enseñanza,36914.62494
2015,q2,Servicios,Enseñanza,Enseñanza,39985.00348
2015,q3,Servicios,Enseñanza,Enseñanza,39182.38963
2015,q4,Servicios,Enseñanza,Enseñanza,49816.61412
2016,q1,Servicios,Enseñanza,Enseñanza,43671.06741
2016,q2,Servicios,Enseñanza,Enseñanza,46487.54922
2016,q3,Servicios,Enseñanza,Enseñanza,48623.74298
2007,q1,Servicios,Salud,Salud,7896.929195
2007,q2,Servicios,Salud,Salud,8492.003635
2007,q3,Servicios,Salud,Salud,8533.043536
2007,q4,Servicios,Salud,Salud,9075.632235
2008,q1,Servicios,Salud,Salud,9486.579009
2008,q2,Servicios,Salud,Salud,9326.75127
2008,q3,Servicios,Salud,Salud,9926.668513
2008,q4,Servicios,Salud,Salud,10425.18273
2009,q1,Servicios,Salud,Salud,10245.94924
2009,q2,Servicios,Salud,Salud,10160.76694
2009,q3,Servicios,Salud,Salud,11094.57117
2009,q4,Servicios,Salud,Salud,13064.89754
2010,q1,Servicios,Salud,Salud,12676.29434
2010,q2,Servicios,Salud,Salud,12829.88662
2010,q3,Servicios,Salud,Salud,13199.4191
2010,q4,Servicios,Salud,Salud,14963.50246
2011,q1,Servicios,Salud,Salud,14327.68506
2011,q2,Servicios,Salud,Salud,14705.36526
2011,q3,Servicios,Salud,Salud,15275.7201
2011,q4,Servicios,Salud,Salud,17991.8606
2012,q1,Servicios,Salud,Salud,16142.98948
2012,q2,Servicios,Salud,Salud,16746.13045
2012,q3,Servicios,Salud,Salud,17019.10543
2012,q4,Servicios,Salud,Salud,19168.98842
2013,q1,Servicios,Salud,Salud,17412.22156
2013,q2,Servicios,Salud,Salud,17755.56654
2013,q3,Servicios,Salud,Salud,18414.769
2013,q4,Servicios,Salud,Salud,20466.64418
2014,q1,Servicios,Salud,Salud,19565.74513
2014,q2,Servicios,Salud,Salud,19624.40264
2014,q3,Servicios,Salud,Salud,20889.80379
2014,q4,Servicios,Salud,Salud,23257.87215
2015,q1,Servicios,Salud,Salud,22312.47703
2015,q2,Servicios,Salud,Salud,22598.45363
2015,q3,Servicios,Salud,Salud,23090.68119
2015,q4,Servicios,Salud,Salud,26476.44249
2016,q1,Servicios,Salud,Salud,25507.27649
2016,q2,Servicios,Salud,Salud,25981.80113
2016,q3,Servicios,Salud,Salud,25662.95394
2007,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,28508.47047
2007,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,28910.42335
2007,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,29465.21284
2007,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,29983.27851
2008,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,30162.83903
2008,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,31327.32966
2008,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,33452.22334
2008,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,33992.74644
2009,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,34189.52653
2009,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,34783.98484
2009,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,35921.99304
2009,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,37356.47145
2010,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,39243.15909
2010,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,40226.86907
2010,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,40705.57057
2010,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,41431.17376
2011,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,42246.04146
2011,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,42574.19628
2011,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,43138.02194
2011,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,44016.67273
2012,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,45477.77121
2012,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,46552.21435
2012,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,47799.12938
2012,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,49022.7151
2013,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,50356.67481
2013,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,51275.88517
2013,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,52371.90558
2013,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,53169.73169
2014,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,53879.38912
2014,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,54772.6478
2014,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,55842.43832
2014,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,56615.70813
2015,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,57128.00901
2015,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,58065.61857
2015,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,59328.67456
2015,q4,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,60827.21102
2016,q1,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,62380.46213
2016,q2,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,63540.302
2016,q3,Servicios,Otras Actividades de Servicios de Mercado,Otras Actividades de Servicios de Mercado,64517.61396
2007,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,26649.16669
2007,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29167.49494
2007,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,30360.65293
2007,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,30617.13742
2008,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,28500.97789
2008,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,32997.18313
2008,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29537.59169
2008,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,22428.06948
2009,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29430.60632
2009,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29609.25279
2009,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,31334.74098
2009,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29765.15785
2010,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,25496.20797
2010,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,33496.57766
2010,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,37597.68492
2010,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,36804.16239
2011,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,34929.13825
2011,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,33458.91296
2011,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,29556.3324
2011,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,40819.89847
2012,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,37259.77341
2012,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,37432.92864
2012,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,35274.56458
2012,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,38413.24297
2013,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,39042.58578
2013,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,34050.27338
2013,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,40183.80508
2013,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,50953.97583
2014,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,42460.08926
2014,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,44062.86533
2014,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,43631.33641
2014,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,51458.16618
2015,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,52114.46704
2015,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,51787.83439
2015,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,51542.51369
2015,q4,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,61809.14094
2016,q1,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,53692.27306
2016,q2,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,58148.5366
2016,q3,Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,Administración Pública y Defensa; Seguridad Social de Afiliación Obligatoria y Otros Servicios,59262.90982
2007,q1,impuestos,impuestos,impuestos,26649.16669
2007,q2,impuestos,impuestos,impuestos,29167.49494
2007,q3,impuestos,impuestos,impuestos,30360.65293
2007,q4,impuestos,impuestos,impuestos,30617.13742
2008,q1,impuestos,impuestos,impuestos,28500.97789
2008,q2,impuestos,impuestos,impuestos,32997.18313
2008,q3,impuestos,impuestos,impuestos,29537.59169
2008,q4,impuestos,impuestos,impuestos,22428.06948
2009,q1,impuestos,impuestos,impuestos,29430.60632
2009,q2,impuestos,impuestos,impuestos,29609.25279
2009,q3,impuestos,impuestos,impuestos,31334.74098
2009,q4,impuestos,impuestos,impuestos,29765.15785
2010,q1,impuestos,impuestos,impuestos,25496.20797
2010,q2,impuestos,impuestos,impuestos,33496.57766
2010,q3,impuestos,impuestos,impuestos,37597.68492
2010,q4,impuestos,impuestos,impuestos,36804.16239
2011,q1,impuestos,impuestos,impuestos,34929.13825
2011,q2,impuestos,impuestos,impuestos,33458.91296
2011,q3,impuestos,impuestos,impuestos,29556.3324
2011,q4,impuestos,impuestos,impuestos,40819.89847
2012,q1,impuestos,impuestos,impuestos,37259.77341
2012,q2,impuestos,impuestos,impuestos,37432.92864
2012,q3,impuestos,impuestos,impuestos,35274.56458
2012,q4,impuestos,impuestos,impuestos,38413.24297
2013,q1,impuestos,impuestos,impuestos,39042.58578
2013,q2,impuestos,impuestos,impuestos,34050.27338
2013,q3,impuestos,impuestos,impuestos,40183.80508
2013,q4,impuestos,impuestos,impuestos,50953.97583
2014,q1,impuestos,impuestos,impuestos,42460.08926
2014,q2,impuestos,impuestos,impuestos,44062.86533
2014,q3,impuestos,impuestos,impuestos,43631.33641
2014,q4,impuestos,impuestos,impuestos,51458.16618
2015,q1,impuestos,impuestos,impuestos,52114.46704
2015,q2,impuestos,impuestos,impuestos,51787.83439
2015,q3,impuestos,impuestos,impuestos,51542.51369
2015,q4,impuestos,impuestos,impuestos,61809.14094
2016,q1,impuestos,impuestos,impuestos,53692.27306
2016,q2,impuestos,impuestos,impuestos,58148.5366
2016,q3,impuestos,impuestos,impuestos,59262.90982
